page_index,id,origin_language_code,language_code,text,reasoning
11,text-11-18,en,es,67,The number '67' is a numeral and does not change with translation.
11,text-11-17,en,es,2.2 Identificación de Sustancias (5.2.2),"This text includes a header indicating a section title. It includes numeric identifiers and should be translated entirely, maintaining the format of section titles."
23,text-23-1,en,es,Fenómeno,"The word 'Phenomenon' is a noun and should be translated to the target language, which is Spanish."
11,text-11-20,en,es,73,The number '73' is not a language-specific term and does not need to be translated.
11,text-11-22,en,es,79,The number '79' is a numeral and should not be translated.
11,text-11-21,en,es,2.4 Conservación de la Materia (5.2.4),The phrase 'Conservation of Matter' is a scientific term and should be translated accurately into Spanish. The numerical identifiers should not be translated.
11,text-11-24,en,es,85,The number '85' is a numerical value and does not need translation.
23,text-23-3,en,es,Agua salada y agua dulce,The terms 'Saltwater and freshwater' consist of nouns that should be translated into Spanish.
23,text-23-0,en,es,1.2 Agua de la Tierra (5.1.2),"The title 'Earth’s Water' should be translated into Spanish as it is a noun, but numerical values such as '1.2' and '5.1.2' should remain unchanged because they are section identifiers."
11,text-11-19,en,es,2.3 Combinando Sustancias (5.2.3),"The text consists of a title with a numeric value, which should be converted to the same value in the target language, except for the numbers and the section code which remain unchanged."
23,text-23-4,en,es,Agua Total en la Tierra,"The phrase 'Total Water on Earth' refers to a noun, specifically the quantity of all water present on the planet, and should be translated appropriately into Spanish."
11,text-11-23,en,es,CAPÍTULO 3 - Ciclo de la Materia en los Sistemas de la Tierra,The provided text is a title indicating a chapter of a book. The nouns and context should be fully translated to convey the meaning of the chapter title in Spanish.
11,text-11-26,en,es,87,The text '87' is a number and should not be translated as it is a numeral.
23,text-23-5,en,es,97%,The percentage symbol and numbers should remain unchanged as they are standard mathematical notations.
23,text-23-2,en,es,"La mayoría del agua que se encuentra en la Tierra es agua salada, no agua dulce.","To translate the text accurately, it is important to identify that 'water', 'saltwater', and 'freshwater' are nouns that need to be translated into the target language."
11,text-11-25,en,es,3.1 Plantas de Construcción (5.3.1),The text 'Building Plants (5.3.1)' is a title and consists of nouns that should be translated. The number '5.3.1' remains unchanged as it is a reference or section number.
23,text-23-7,en,es,3%,"The percentage symbol '%' should not be translated, it should remain the same in Spanish."
10,text-10-11,en,es,"Si el estándar incluye la idea de diseñar, entonces el proceso de diseño contendrá componentes de definición del problema (junto con la identificación de los criterios y restricciones), desarrollando muchas soluciones posibles, y optimizando una solución (por ejemplo, determinando la mejor solución para la situación basada en los criterios y restricciones, probando la solución, refinando la solución).","To accurately translate the text, it's important to maintain the technical terms related to the design process, such as 'defining the problem,' 'criteria and constraints,' 'developing solutions,' and 'optimizing a solution.' These concepts are crucial to the context of the text and must be preserved in the translation."
23,text-23-6,en,es,agua salina (océanos),"The phrase 'saline water (oceans)' contains a noun which refers to ocean water, and should be translated into Spanish with the appropriate term for 'saline water' and 'oceans'."
11,text-11-28,en,es,95,The number '95' is a numeral and does not change with language translation. Numerals should be kept the same when translating.
11,text-11-29,en,es,Movimiento de la materia (5.3.3),The title 'Movement of Matter' refers to a subject and should be translated into Spanish as well.
25,text-25-0,en,es,5.1.2 Agua de la Tierra,"The phrase 'Earth's Water' should be translated into Spanish, with 'Earth' translated as 'Tierra' and 'Water' translated as 'Agua'."
23,text-23-9,en,es,Casquetes polares y glaciares 68.7%,"The text provided consists of nouns and a numeric value with a percentage sign. The nouns 'Icecaps' and 'Glaciers' should be translated into the target language, which is Spanish, while the numeric value and the percentage sign remain unchanged."
11,text-11-27,en,es,3.2 Consumiendo Alimentos (5.3.2),"The phrase 'Consuming Food' is a general phrase that needs to be accurately translated to communicate the idea of eating, while the numbers in '3.2' and '5.3.2' are likely referencing sections or chapters and should remain unchanged."
23,text-23-8,en,es,Agua dulce,The term 'Fresh water' is a noun and should be translated to Spanish. The appropriate translation is 'agua dulce'.
11,text-11-32,en,es,109,This is a numerical value that does not change when translating languages.
11,text-11-30,en,es,101,"The text '101' is a number, and numbers typically remain the same across different languages. Therefore, there is no need for translation."
23,text-23-10,en,es,Agua subterránea 30.1%,'Ground Water' is a noun phrase that should be translated to Spanish as 'Agua subterránea'. The percentage '30.1%' remains unchanged as it is a numerical value.
11,text-11-31,en,es,3.4 Conservación de recursos (5.3.4),'Conserving Resources' is a phrase that should be translated as it is relevant to the context of sustainability.
25,text-25-1,en,es,Usar las matemáticas y el pensamiento computacional para comparar la cantidad de agua salada y agua dulce en varios reservorios para proporcionar evidencia de la distribución del agua en la Tierra.,The task is to translate the provided English text into Spanish while maintaining the original meaning and context.
23,text-23-11,en,es,Otros 0.9%,"The text is a string that contains a numerical percentage, which should be kept as is. The word 'Other' is an English noun and should be translated to Spanish."
11,text-11-33,en,es,11,The number '11' is a numeral and should not be translated into Spanish; it remains the same.
23,text-23-13,en,es,87% Lagos,The percentage symbol and the word 'Lakes' need to be translated into Spanish while maintaining the numerical and symbol formatting.
23,text-23-12,en,es,Agua superficial,The phrase 'Surface Water' consists of two words: 'Surface' and 'Water'. Both are nouns and should be translated to their Spanish equivalents.
25,text-25-2,en,es,"Enfatizar reservorios como océanos, lagos, ríos, glaciares, aguas subterráneas y casquetes polares.","To translate the given sentence accurately, it's important to recognize specific geographical features such as 'oceans,' 'lakes,' 'rivers,' 'glaciers,' 'groundwater,' and 'polar ice caps,' which are common geographical terms and should be translated to their equivalent Spanish words."
23,text-23-14,en,es,11% Pantanos,The word 'Swamps' is a noun and should be translated to the target language.
25,text-25-3,en,es,"Los ejemplos de usar matemáticas y pensamiento computacional podrían incluir medir, estimar, graficar o encontrar porcentajes de cantidades.","The text discusses examples of using mathematics and computational thinking, which all need to be translated into Spanish appropriately. All the key concepts such as measuring, estimating, graphing, and finding percentages of quantities should be accurately represented in Spanish."
23,text-23-15,en,es,2% Ríos,"The phrase contains a percentage and a noun 'Rivers'. The percentage and noun should be translated into the target language, Spanish."
25,text-25-6,en,es,¿Dónde está el agua de la Tierra?,"The text is asking about the location of Earth's water, and every word here needs to be translated literally to Spanish."
25,text-25-4,en,es,(ESS2.C),"The text '(ESS2.C)' appears to be a code or label, possibly related to a scientific standard or classification system. Such codes are typically not language specific and should be kept as is in the translation."
25,text-25-5,en,es,"En esta sección, concéntrese en comparar la cantidad de agua salada con el agua dulce que se encuentra en la Tierra.","The task is to translate the provided English text into Spanish. The key nouns and concepts involve the comparison of 'saltwater' and 'freshwater', and an Earth context. These should be accurately represented in Spanish as 'agua salada', 'agua dulce', and 'la Tierra'."
23,text-23-16,en,es,"La mayor parte del agua en la Tierra es agua salada (97%), y solo una pequeña parte es agua dulce (3%).","This text describes the distribution of water on Earth, mentioning both 'saltwater' and 'freshwater.' These are key terms that need to be translated accurately to maintain the meaning in the context of Earth's hydrosphere."
25,text-25-8,en,es,"sobre la Tierra en el aire y las nubes (atmósfera),","The phrase describes a location related to Earth's atmosphere, which needs to be translated accurately into the target language, ensuring all nouns and contextual elements are properly translated."
25,text-25-7,en,es,El agua de la Tierra está (casi) en todas partes.,"The phrase 'Earth's water is (almost) everywhere' involves a simple translation from English to Spanish. The key term here is 'Earth,' which is a proper noun and should be translated into 'Tierra' in Spanish. The rest of the sentence can be translated word for word."
25,text-25-10,en,es,"plantas, en organismos vivos (biosfera),","The phrase 'plants, in living organisms (biosphere),' is a phrase identifying plants as part of the biosphere, which is comprised of living organisms. This should be translated maintaining the context and meaning."
17,text-17-0,en,es,5.1.1 Patrones en las características de la Tierra,"The text is a title referring to patterns in Earth's features. All parts, including 'Earth', should be translated into Spanish as they are nouns that have Spanish equivalents."
23,text-23-19,en,es,1. ¿Qué estás observando acerca de este fenómeno?,The question 'What are you observing about this phenomenon?' should be translated into Spanish while maintaining its inquisitive context. It is a complete question that requires a direct translation without losing the intent.
23,text-23-17,en,es,"Imagen de Mariana Ruiz Villarreal (LadyofHats) para la Fundación CK-12, CC BY-NC 3.0",The text provided is a credit line for an image created by Mariana Ruiz Villarreal (LadyofHats) and includes a licensing detail. The important elements to translate are nouns and any descriptive text while preserving names and licensing codes as they are universally recognized in English.
25,text-25-12,en,es,25,"The text '25' is a numerical value and does not require translation. Therefore, it is directly used as is in Spanish."
25,text-25-9,en,es,"en la superficie de la Tierra en ríos, océanos, hielo (hidrosfera)","The sentence contains geographical and scientific terms related to Earth's features, like 'rivers', 'oceans', 'ice', and 'hydrosphere', which should be translated accurately to convey the correct meaning in Spanish."
17,text-17-1,en,es,Analizar e interpretar datos para describir patrones de las características de la Tierra.,"To provide an accurate translation, I need to consider the meaning and context of each word in the text. The phrase ""Analyze and interpret data to describe patterns of Earth's features"" requires translating the verbs, nouns, and the possessive form accurately into Spanish."
23,text-23-20,en,es,2. ¿Qué te preguntas sobre este fenómeno?,"The sentence is straightforward and there are no special considerations such as names, units, or math symbols in this case. It should be fully translated into the target language."
25,text-25-11,en,es,y dentro de la Tierra (geosfera).,"The sentence contains the noun 'Earth' and the noun 'geosphere.' Both should be translated to their Spanish equivalents: 'Tierra' and 'geosfera', respectively."
23,text-23-21,en,es,23,The number '23' is not a word or phrase that requires translation; it remains the same in Spanish.
23,text-23-18,en,es,Observaciones y reflexiones,The phrase 'Observations & Wonderings' consists of nouns that should be translated to Spanish while keeping their sense intact.
17,text-17-2,en,es,"La mayoría de los terremotos y volcanes ocurren en bandas que a menudo se encuentran a lo largo de los límites entre continentes y océanos, mientras que las principales cadenas montañosas pueden encontrarse dentro de los continentes o cerca de sus bordes.","To accurately translate the provided text into Spanish, it is important to maintain the integrity of geographical terms such as 'earthquakes', 'volcanoes', 'continents', 'oceans', and 'mountain chains'. These terms have direct equivalents in Spanish and should be translated accordingly. Additionally, the structure of the sentence should be preserved to convey the same meaning in Spanish."
17,text-17-3,en,es,"Ejemplos de datos podrían incluir mapas que muestren las ubicaciones de montañas en los continentes y el fondo oceánico, o las ubicaciones de volcanes y terremotos.","This sentence includes a description of types of data, referring to geographic and geological features, which should be translated into Spanish."
17,text-17-10,en,es,Más de la mitad de la superficie de la Tierra está compuesta de roca volcánica.,"The sentence describes a fact about Earth's surface composition, mentioning 'volcanic rock' as a noun that needs to be translated accurately to Spanish."
28,text-28-0,en,es,Juntándolo Todo,"The phrase 'Putting It Together' can be translated directly into Spanish, maintaining the general meaning of combining elements or assembling parts."
28,text-28-1,en,es,Agua salada y agua dulce,"The text consists of English nouns 'Saltwater' and 'freshwater', which should be translated into Spanish nouns for an accurate translation."
17,text-17-9,en,es,Los volcanes cambian la superficie de la Tierra en un corto período de tiempo.,The sentence is stating a fact about how volcanoes affect the Earth's surface and needs to be translated into Spanish.
17,text-17-8,en,es,"Los volcanes son aberturas en la corteza terrestre que permiten que la roca caliente y derretida (magma), cenizas y gases erupcionen hacia afuera.","The sentence describes what volcanoes are, and all the components mentioned such as 'openings', 'crust', 'rock', 'magma', 'ash', and 'gases' are nouns that need to be translated into Spanish. The overall context is about natural phenomena."
17,text-17-7,en,es,Volcanes,The word 'Volcanoes' is a noun and should be translated to the target language.
17,text-17-12,en,es,¿Sabes cómo se forma un volcán?,The sentence is asking about the formation of a volcano. All words can be directly translated into Spanish.
28,text-28-2,en,es,Agua total en la Tierra,The phrase 'Total Water on Earth' can be translated directly as it refers to the entire quantity of water present on the planet.
17,text-17-13,en,es,"Muy por debajo de la superficie de la Tierra, las temperaturas son lo suficientemente altas como para derretir la roca.",The sentence describes a geological phenomenon where high temperatures melt rock below Earth's surface. The translation must capture both the geological context and the thermal conditions accurately in Spanish.
27,text-27-0,en,es,"aire (como vapor de agua), ríos y lagos, capas de hielo y glaciares, el suelo (como humedad del suelo y en acuíferos).","The words in the list are nouns and refer to different water sources and states, which need to be translated into Spanish."
28,text-28-3,en,es,97%,"The percentage symbol '%' is a universal symbol and should not be translated, but the text around it should be if necessary."
27,text-27-1,en,es,Agua dulce,The word 'Freshwater' is a noun that describes water that is not salty and should be translated to the target language.
28,text-28-4,en,es,Agua salina (océanos),The phrase includes the noun 'Saline water' with an additional specification in parenthesis 'oceans'. These should be translated accurately into Spanish.
17,text-17-15,en,es,Algunas erupciones derraman ríos de lava mientras que otros volcanes tienen erupciones más grandes.,"The sentence describes different types of volcanic eruptions, and both 'eruptions' and 'volcanoes' are nouns that need to be accurately translated into Spanish."
27,text-27-2,en,es,"Aunque solo puedas notar agua en la superficie de la Tierra, hay más agua dulce almacenada en el suelo que en forma líquida en la superficie.","When translating this sentence into Spanish, it is important to maintain the informational context. The concepts of Earth's surface, freshwater, ground, and liquid form are straightforward to translate."
28,text-28-5,en,es,3%,"Percentage symbols should not be altered during translation, and the numerical value remains the same in Spanish."
27,text-27-4,en,es,El agua de la precipitación se filtra continuamente en el suelo para llenar los acuíferos (reservorios subterráneos).,The sentence describes a natural process and includes terms that need to be translated into Spanish.
17,text-17-16,en,es,"Los volcanes pueden entrar en erupción bajo el agua, formando enormes cadenas de montañas volcánicas en el fondo del océano.","The sentence describes volcanoes, which are a type of geological feature. 'Volcanoes' and 'mountains' are nouns that should be translated into Spanish, as well as the actions associated with them, like 'erupt' and 'forming'. There are no math symbols or units in this sentence that should remain unchanged."
27,text-27-3,en,es,"De hecho, parte del agua que ves fluir en los ríos proviene del agua que se filtra en la superficie de la Tierra para convertirse en agua subterránea.",The sentence describes the natural water cycle involving rivers and groundwater. Every word and phrase must be checked to ensure accurate translation into Spanish.
17,text-17-17,en,es,Cinturón de Fuego del Pacífico.,"'Pacific Ring of Fire' is a proper name for a geographical area known for its volcanic activity and earthquakes, and in Spanish, the common translation for it is 'Cinturón de Fuego del Pacífico'."
17,text-17-14,en,es,"La roca fundida sale de las grietas en la corteza terrestre, resultando en un volcán.","The text describes a geological process involving 'melted rock', 'cracks', and 'volcano', all of which are nouns and should be translated accurately into Spanish."
28,text-28-6,en,es,Agua dulce,The phrase 'Fresh water' should be translated into Spanish as it consists of common nouns.
17,text-17-11,en,es,Los volcanes son evidencia de que vivimos en un planeta activo y cambiante.,The sentence discusses volcanoes as evidence of the Earth's active nature. All parts of the sentence need to be translated into Spanish while keeping the scientific context intact.
17,text-17-6,en,es,"Volcanes, Terremotos, y Fondo del Océano","The words 'Volcanoes,' 'Earthquakes,' and 'Ocean Floor' are nouns and should be translated to the target language."
28,text-28-7,en,es,Casquetes de hielo y glaciares,"The words 'Icecaps' and 'Glaciers' are nouns and should be translated to the target language, Spanish, as they refer to natural geographical formations."
17,text-17-19,en,es,La corteza terrestre está dividida en una serie de secciones masivas llamadas placas.,The sentence includes a noun phrase 'plates' describing Earth's crust which needs to be translated accurately into Spanish.
17,text-17-18,en,es,La mayoría de los terremotos y erupciones volcánicas ocurren a lo largo de los bordes del Océano Pacífico (ver imagen abajo).,"The sentence identifies locations and a geographic feature called the 'Pacific Ocean,' which should be translated accurately into Spanish. Other parts of the sentence are straightforward to translate."
28,text-28-8,en,es,68.7%,The percentage symbol and numeric value should remain the same while the surrounding text would be translated if there was any.
27,text-27-6,en,es,Los humanos utilizan tanto el agua superficial como el agua subterránea.,"The sentence mentions humans, surface water, and groundwater. All these nouns should be translated into Spanish, maintaining the same meaning."
17,text-17-5,en,es,"En este capítulo, veremos los diferentes patrones que observamos en las características de la Tierra.","The phrase 'Earth's Features' refers to geophysical elements, so it should be translated to Spanish in the same way. The rest of the sentence should follow standard translation practices for converting English texts to Spanish."
28,text-28-9,en,es,Agua subterránea,"The term 'Ground Water' is a noun and should be translated to the target language, which is Spanish."
17,text-17-20,en,es,"Los movimientos de estas placas pueden explicar cambios notables en la Tierra, como terremotos, erupciones volcánicas y la formación de montañas.","In this sentence, the specific nouns such as 'Earth' and terms related to geology and plate tectonics need to be translated accurately to convey the proper meaning in Spanish."
27,text-27-5,en,es,mientras que al mismo tiempo el agua en el suelo llena continuamente los ríos a través de la filtración.,"To translate the sentence into Spanish, we need to ensure that all parts of the sentence maintain their meaning and structure in the target language."
28,text-28-10,en,es,30.1%,"The percentage symbol in the text should not be translated. The number should maintain the same format, but the word 'percent' is translated to the target language as 'por ciento'."
27,text-27-8,en,es,y alrededor de 79.3 mil millones de galones (300.2 mil millones de litros) de agua subterránea por día.,"The measurement units 'gallons' and 'liters' are included in the text, but the contextual words should be translated into Spanish. Ensure the numeric values and measurement units remain unaltered."
28,text-28-11,en,es,Otro,This is an English word 'Other' which needs to be translated into Spanish.
17,text-17-22,en,es,https://www.nationalgeographic.org/encyclopedia/ring-fire/,"The URL is an address, not a text that can be translated. URLs remain the same across languages as they are universal links."
27,text-27-7,en,es,"En los Estados Unidos en 2010, usamos alrededor de 275 mil millones de galones (1,041 mil millones de litros) de agua superficial por día.","When translating the text, units like 'gallons' and 'liters' are already in their Spanish form 'galones' and 'litros'. The numerical values should remain unchanged."
17,text-17-23,en,es,https://www.nationalgeographic.org/topics/resource-library-plate-tectonics/?q=&page=1&per_page=25,The input is a URL and URLs are universal identifiers that do not get translated between languages.
17,text-17-24,en,es,17,The input '17' is a numeral and should not be translated as it is universally understood as a number.
28,text-28-13,en,es,Agua Superficial,"The phrase 'Surface Water' is a noun and should be translated completely to the target language, Spanish."
28,text-28-12,en,es,0.9%,"The text '0.9%' is a numeric value followed by a percentage symbol. In Spanish, the percentage symbol and numeric values remain the same."
27,text-27-9,en,es,"Aunque el agua superficial se utiliza más a menudo para abastecer agua potable y regar cultivos,",Surface water and related terms are translated directly to their Spanish equivalents without altering meaning. The phrase structure is maintained to ensure clarity and consistency in the translation.
27,text-27-12,en,es,27,The input '27' is a numeral and numerals are typically the same across languages and do not need translation.
27,text-27-11,en,es,como en las ciudades desérticas del oeste de los Estados Unidos.,"The sentence describes a specific geographical location and the term 'western United States' is a proper noun and should be translated correctly into Spanish, maintaining its meaning."
17,text-17-21,en,es,Esta sección está adaptada de la información en:,"The provided text is an indication of source information, and should be translated fully into Spanish."
28,text-28-17,en,es,Pantanos,'Swamps' is a noun and should be translated to the target language.
28,text-28-14,en,es,0.3%,The percentage value '0.3%' is a numerical representation and should not be translated but remain the same in the translation.
28,text-28-16,en,es,87%,The percentage symbol '%' is not a language-specific symbol and should remain the same in the translation.
28,text-28-19,en,es,Ríos,The word 'Rivers' is a noun and should be translated to the target language.
28,text-28-20,en,es,2%,"Percentage symbols should not be translated, but percentages usually read as 'por ciento' in Spanish."
28,text-28-23,en,es,Preguntas de enfoque,Both words 'Focus' and 'Questions' are nouns and need to be directly translated into Spanish.
28,text-28-24,en,es,1. Enumera tres lugares donde se encuentra agua dulce en la Tierra.,'Freshwater' is a noun that refers to a category of water resources; the locations listed should also be translated into the target language for accuracy.
26,text-26-0,en,es,Aquí hay un gráfico que muestra la distribución del agua en la Tierra.,"The phrase 'Here is a chart showing the distribution of water on Earth' needs to be translated into Spanish, focusing on accurate translation of nouns and maintaining the general meaning of the sentence."
17,text-17-4,en,es,(ESS2.B),The references such as 'ESS2.B' are typically used as identifiers and should be kept intact without translation.
28,text-28-26,en,es,28,"The text '28' consists of a numeric value that does not change in translation. The context of the number will determine if it should be translated differently, such as a date or ordinal number, but without further context, '28' remains '28'."
28,text-28-25,en,es,¿Qué recursos hídricos contribuyen al agua superficial de la Tierra?,"To translate this question into Spanish, we need to consider the translation of subject-specific terms such as 'water resources' and 'surface water'. 'Water resources' translates to 'recursos hídricos', and 'Earth's surface water' translates to 'agua superficial de la Tierra'. It is important to maintain the meaning and context of the question."
28,text-28-15,en,es,Lagos,"The word 'Lakes' is a noun and should be translated to the target language, Spanish."
28,text-28-21,en,es,"La mayor parte del agua en la Tierra es agua salada (97%), y sólo una pequeña parte es agua dulce (3%).","The sentence contains information about water distribution on Earth, distinguishing between saltwater and freshwater. Both 'saltwater' and 'freshwater' are common nouns that require translation into Spanish, and the percentages remain numeric."
28,text-28-22,en,es,"Imagen de Mariana Ruiz Villarreal (LadyofHats) para la Fundación CK-12, CC BY-NC 3.0","The text contains a proper noun, the author's name, and an organization. These should be translated accordingly. The licensing information (CC BY-NC 3.0) should remain unchanged as it is a license code."
26,text-26-7,en,es,Océanos 96.5%,"The text contains a percentage that indicates a portion related to oceans. The word 'oceans' should be translated into Spanish as 'océanos', while the percentage remains unchanged as it is a numeral value."
26,text-26-4,en,es,Los ríos constituyen el 0.49% del agua dulce superficial.,"The sentence is providing a percentage related to rivers, which we need to translate to Spanish, ensuring the meaning remains the same."
26,text-26-3,en,es,• La columna derecha muestra la descomposición del agua dulce superficial. La mayor parte del agua dulce superficial se encuentra en hielo y otro 20.9% se encuentra en lagos.,"To translate the text accurately, identify key elements such as nouns and figures. Translate 'right column', 'breakdown', 'surface freshwater', 'ice', and 'lakes' to Spanish, and maintain the percentage figure as it is."
26,text-26-8,en,es,Agua dulce 2.5%,The phrase 'Freshwater' is a noun and should be translated to the target language. The percentage is a numerical value and remains the same.
26,text-26-11,en,es,Agua subterránea 30.1%,'Groundwater' is a noun and should be translated to the target language. Percentages are simply units and should be presented in the same manner.
26,text-26-10,en,es,Glaciares y casquetes polares 68.7%,"The phrase 'Glaciers and ice caps' refers to large bodies of ice and should be translated accordingly, while the percentage remains the same as it is a numerical value."
26,text-26-2,en,es,"La columna del medio muestra la descomposición del agua dulce. Casi toda se encuentra en el hielo y en el suelo. Solo un poco más del 1.2% de toda el agua dulce es agua superficial, que proporciona la mayor parte de las necesidades de la vida.","The text describes the distribution of freshwater, stating that most is in ice and the ground, with a small percentage as surface water. Each component of the sentence should be translated carefully with accurate preservation of the proportions described."
26,text-26-12,en,es,Superficie/otros de agua dulce 1.2%,The text contains numerical data and percentages along with the term 'freshwater' which is a noun that should be translated to Spanish.
26,text-26-17,en,es,Ríos 0.49%,"The word 'Rivers' is a noun and should be translated to the target language, while the numerical and percentage information remains unchanged."
26,text-26-9,en,es,Otra solución salina 0.9%,"Words like 'Other', 'saline' and 'water' should be translated into Spanish, while the percentage '0.9%' should remain the same."
26,text-26-15,en,es,Humedad del suelo 3.8%,"The term 'soil moisture' refers to the amount of water contained in the soil, which is a noun and should be translated. The numeric value and percentage symbol are consistent between languages and do not require translation."
26,text-26-14,en,es,Lagos 20.9%,"The word 'Lakes' should be translated as it is a noun, and the percentage should remain unchanged because it is numerical data."
26,text-26-1,en,es,"• En la primera columna, observe que el 2.5% del agua de la Tierra es agua dulce, la cantidad necesaria para que la vida sobreviva.",The sentence provides information about Earth's water distribution and mentions a percentage which should remain unchanged. The term 'Earth's water' can be translated directly to 'el agua de la Tierra'.
26,text-26-19,en,es,Atmósfera 3.0%,The term 'Atmosphere' is a noun and should be translated into Spanish. The percentage does not need any translation.
26,text-26-20,en,es,Total de agua global,"The phrase 'Total global water' is about the entirety of water available globally, where 'water' is a noun that should be translated to Spanish as 'agua'."
26,text-26-16,en,es,"Pantanos, marismas 2.6%",The terms 'Swamps' and 'marshes' are nouns and should be translated into Spanish as 'Pantanos' and 'marismas'. The percentage symbol should remain the same as it is universally used.
26,text-26-18,en,es,Seres vivos 0.26%,"The phrase 'Living things' refers to nouns such as animals, plants, or organisms and should be translated to Spanish. The percentage number is a numeric value and should remain unchanged."
26,text-26-13,en,es,Hielo del suelo y permafrost 69.0%,"The phrase 'Ground ice and permafrost' describes natural phenomena that should be translated into the target language, while '69.0%' remains the same as it is a numerical value."
26,text-26-22,en,es,Agua superficial y otros tipos de agua dulce,The phrase 'Surface water and other freshwater' contains nouns that are common and should be translated to their Spanish equivalents. 'Surface water' is translated to 'agua superficial' and 'other freshwater' is translated to 'otros tipos de agua dulce'.
28,text-28-18,en,es,11%,The text '11%' is a percentage and should remain as is because numbers and symbols should not be translated.
26,text-26-28,en,es,26,The number '26' is universally understood as a numeral and does not require translation.
26,text-26-21,en,es,Agua dulce,"The word 'Freshwater' is a noun in English and should be translated to the equivalent noun in Spanish, which is 'Agua Dulce'."
